registration_number,fei_number,firm_name,owner_operator,city,state,country,status,product_code,establishment_type,created_date,owner_operator_number
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JGS,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGA,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,KHP,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CHL,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Manufacture Medical Device,2016-03-07,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JQT,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2024-12-09,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,LCP,Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2024-12-09,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JFP,Manufacture Device in the United States for Export Only,2017-08-03,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JKS,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPK,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JPI,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CGZ,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JIX,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,JFP,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GKR,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CEM,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,GJS,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,CHL,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
1219029,1219029,NOVA BIOMEDICAL CORPORATION,NOVA BIOMEDICAL CORP.,,,,1,KHP,Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2015-01-12,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Medical Device; Remanufacture Medical Device,2022-11-08,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CFA,Manufacture Device in the United States for Export Only,2017-08-03,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CGA,Manufacture Medical Device for Another Party (Contract Manufacturer); Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2007-10-19,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JJX,Manufacture Medical Device for Another Party (Contract Manufacturer); Remanufacture Medical Device; Complaint File Establishment per 21 CFR 820.198; Manufacture Medical Device,2007-10-19,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JIX,Manufacture Medical Device; Remanufacture Medical Device,2007-10-19,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JPK,Manufacture Medical Device; Remanufacture Medical Device,2007-10-19,1219029
3023162659,3023162659,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,CHL,Manufacture Medical Device; Remanufacture Medical Device,2007-10-19,1219029
3011979858,3011979858,Nova Biomedical Corporation,NOVA BIOMEDICAL CORP.,,,,1,JIN,Manufacture Device in the United States for Export Only,2018-02-12,1219029
